Id,SalePrice
1461,127904.69
1462,159932.81
1463,185627.77
1464,192094.45
1465,195348.53
1466,179763.58
1467,177082.44
1468,168974.81
1469,176653.17
1470,124371.48
1471,196490.52
1472,91710.586
1473,99312.21
1474,152506.92
1475,138225.89
1476,370693.8
1477,275755.66
1478,288964.72
1479,255268.27
1480,494124.66
1481,315693.1
1482,205585.78
1483,150978.31
1484,166611.98
1485,172832.06
1486,190995.48
1487,370135.3
1488,225020.39
1489,212980.58
1490,213916.34
1491,185797.97
1492,86775.234
1493,192726.6
1494,281201.72
1495,290218.56
1496,233492.05
1497,189010.98
1498,163521.73
1499,156420.27
1500,150803.77
1501,171704.72
1502,152613.56
1503,314399.97
1504,244470.19
1505,225156.92
1506,185180.06
1507,238693.17
1508,195703.38
1509,170232.56
1510,148478.78
1511,146263.4
1512,171164.22
1513,149593.95
1514,163015.53
1515,190418.77
1516,152743.02
1517,159173.22
1518,117964.93
1519,219871.72
1520,136590.11
1521,142518.25
1522,173105.08
1523,109333.484
1524,125056.8
1525,125221.84
1526,118481.086
1527,105564.23
1528,129612.49
1529,155429.61
1530,171090.77
1531,105859.31
1532,98508.34
1533,135039.08
1534,116711.18
1535,156738.94
1536,109365.29
1537,65525.13
1538,168290.36
1539,186315.55
1540,94559.58
1541,144851.39
1542,138273.36
1543,218680.8
1544,78713.94
1545,101457.17
1546,132450.78
1547,136001.28
1548,133689.89
1549,120404.54
1550,141202.83
1551,105336.84
1552,130906.55
1553,149131.3
1554,112335.31
1555,162376.75
1556,79599.2
1557,104220.484
1558,86007.12
1559,85195.0
1560,137719.05
1561,130311.52
1562,125675.39
1563,119955.59
1564,161019.88
1565,145687.34
1566,236511.52
1567,71205.875
1568,232449.36
1569,136329.3
1570,135523.14
1571,124168.23
1572,149480.72
1573,246616.56
1574,111328.414
1575,210342.55
1576,222839.78
1577,204177.02
1578,145892.02
1579,147173.33
1580,192530.95
1581,146001.69
1582,129978.15
1583,319362.94
1584,233354.47
1585,139922.38
1586,68459.56
1587,97594.38
1588,157213.34
1589,99169.49
1590,136695.78
1591,101296.875
1592,118067.234
1593,126893.22
1594,125320.65
1595,115326.36
1596,247287.06
1597,174602.25
1598,197741.36
1599,185887.83
1600,179416.4
1601,68059.34
1602,109522.375
1603,106520.62
1604,267844.12
1605,245703.12
1606,167341.78
1607,148285.2
1608,214657.77
1609,194495.64
1610,164005.27
1611,145411.12
1612,165465.55
1613,163295.0
1614,118238.4
1615,86634.49
1616,77229.516
1617,91527.88
1618,128904.3
1619,144190.23
1620,143584.81
1621,140106.92
1622,145233.45
1623,289005.22
1624,213660.88
1625,118691.33
1626,167938.44
1627,189470.66
1628,271546.5
1629,180105.23
1630,388670.6
1631,221135.14
1632,233772.34
1633,167212.1
1634,184184.06
1635,181385.8
1636,157575.84
1637,181483.03
1638,195764.05
1639,183595.17
1640,254068.0
1641,183977.97
1642,222458.64
1643,228550.45
1644,229566.23
1645,198928.83
1646,159446.08
1647,150657.58
1648,132163.34
1649,139879.02
1650,113032.0
1651,117650.8
1652,91105.59
1653,97354.36
