Id,SalePrice
1461,8389.892554671658
1462,10785.857539604895
1463,12253.79742140952
1464,13367.743899380655
1465,13698.874719012367
1466,11681.97681525406
1467,12470.088182098923
1468,11142.030240265003
1469,13133.496784297738
1470,7976.712518274353
1471,12612.187520567559
1472,6711.800421323911
1473,6527.342812686532
1474,9905.553868069828
1475,7706.523807415587
1476,24274.070189666898
1477,17640.37879248155
1478,19550.980915249354
1479,19663.607270506564
1480,36618.75041711407
1481,22958.631731578636
1482,14203.00053474887
1483,11703.270444725462
1484,11260.454812202217
1485,12409.590620619962
1486,12965.130313024734
1487,22465.61391754033
1488,15366.104244456894
1489,13176.628878876936
1490,15932.570996082592
1491,12960.40131202027
1492,6613.240357137158
1493,12423.773617166098
1494,20018.327068960967
1495,19381.369236167808
1496,15968.01386761459
1497,12138.710175208103
1498,12445.424880197312
1499,10873.554916310353
1500,10500.246296857997
1501,12528.987478079613
1502,10365.320245357705
1503,20575.27562563991
1504,16759.845655110264
1505,15636.500751159283
1506,12669.085058472383
1507,17988.532818428328
1508,13589.877688129996
1509,10875.022072901042
1510,9793.53940092755
1511,11160.565076867164
1512,11613.26821369015
1513,9539.760505926533
1514,12030.5764479096
1515,12808.282419024967
1516,9818.233960326572
1517,11580.800019537024
1518,8429.372034120684
1519,14871.62307015035
1520,8743.241134291651
1521,8697.563680518091
1522,12249.180395424723
1523,7693.211070834449
1524,7594.422469352786
1525,8240.08275276087
1526,7470.626120049924
1527,7390.424980088427
1528,8858.447128304922
1529,10777.543023876782
1530,12894.679795880127
1531,7948.2206549826815
1532,6777.510946998128
1533,10181.502609877956
1534,8521.60633052933
1535,9618.729142030035
1536,7291.497658562862
1537,4728.388275380328
1538,10894.549556716127
1539,12270.56221075611
1540,6206.748013323392
1541,9014.042460366967
1542,11551.762509134787
1543,12852.149969000055
1544,6044.1408302596665
1545,8016.996990626367
1546,9654.695873811987
1547,9095.670105106012
1548,9615.546825569982
1549,8482.420301711416
1550,9252.064840294277
1551,7460.777348935188
1552,9873.852009753002
1553,9274.835833048137
1554,8261.405796499677
1555,11176.770419727045
1556,5791.856418214188
1557,7619.577397363078
1558,6886.821547387128
1559,4637.204994221756
1560,9704.608680031233
1561,97348.24862217059
1562,9160.24350104866
1563,8140.2136358739845
1564,10851.645207459123
1565,9848.427362064373
1566,15991.176140842945
1567,5344.301192690407
1568,16977.223155565967
1569,9031.545238986497
1570,9172.46552726179
1571,7807.030420934587
1572,9499.493404135377
1573,16437.21716298692
1574,9024.813182284899
1575,14647.920051539975
1576,15775.761022307946
1577,12099.482558697044
1578,8929.008602432688
1579,10344.34402860679
1580,13202.161296127928
1581,10661.804728125708
1582,8805.535738816847
1583,21781.995091163837
1584,15260.679928002057
1585,9482.876958630044
1586,5138.1848253409
1587,8241.28075836629
1588,10542.769510395598
1589,6653.859389709128
1590,9332.438748206183
1591,6191.4119017900775
1592,7549.243701243559
1593,8814.377054850893
1594,108921.77825102086
1595,7345.580503451142
1596,15927.002925256718
1597,12833.77070886229
1598,14682.064891708978
1599,10476.097685993196
1600,10039.630512370064
1601,4826.4211230952615
1602,7961.137851684727
1603,5218.123310069383
1604,18106.58781084518
1605,16331.420984987906
1606,11440.14954984246
1607,11523.291353447314
1608,14616.772785973633
1609,12577.78363229418
1610,10505.246047475675
1611,9011.660939775356
1612,11847.9051352098
1613,11495.652047293905
1614,7557.86836892999
1615,5905.671563460457
1616,5241.208938616436
1617,6268.1756136415715
1618,9255.377541688433
1619,9485.09204524545
1620,12312.28940853961
1621,9619.183118788118
1622,9752.865207306317
1623,17981.976436063465
1624,14593.16355214184
1625,8009.090941769548
1626,11499.929597405617
1627,13070.121912950124
1628,18336.439540017236
1629,11862.106835515695
1630,26753.00806295168
1631,15670.216631590472
1632,17133.512550742453
1633,11601.90283236367
1634,12601.84024266267
1635,12020.161601117574
1636,10440.013300163346
1637,14002.930286712457
1638,12386.681457857865
1639,12363.74374696859
1640,16482.057268213368
1641,12089.492662723955
1642,16872.745357122843
1643,15216.221303229562
1644,15647.411237289238
1645,15337.449143196087
1646,10605.524084913746
1647,10128.060022068157
1648,8761.101377214263
1649,9537.086950156847
1650,7849.773797242758
1651,8220.46480669729
1652,6750.138032830032
1653,6931.302263138971
1654,9877.244309120855
1655,8969.317838176825
1656,9644.963041323275
1657,10297.741617108608
1658,10122.254151316169
1659,8575.709146303565
1660,10628.646433188376
1661,31640.83546647038
1662,27238.264064061535
1663,25507.343509362647
1664,43555.71942141612
1665,20073.27524190599
1666,20260.586660609482
1667,26272.75657869648
1668,22158.27827061835
1669,20051.378329722713
1670,22981.946366889722
1671,19194.33535849186
1672,31064.52718812634
1673,20478.100562727373
1674,17398.49780733436
1675,13769.013516902602
1676,13499.521578972719
1677,14896.140592999252
1678,35237.40928191245
1679,26717.87108629165
1680,21181.77121300605
1681,15620.313481437106
1682,21435.14711991224
1683,13096.188273210097
1684,12063.221313127398
1685,11882.866330480103
1686,11581.65741175603
1687,11113.530806622939
1688,12714.727681648588
1689,13066.583441289293
1690,13359.643925480525
1691,12676.151304878153
1692,16759.505770607964
1693,11454.701465492566
1694,12337.296672974426
1695,11252.813539998722
1696,18625.481255304974
1697,11587.081982160225
1698,23829.04353239475
1699,21747.627119678255
1700,17252.378706691496
1701,18132.95138359899
1702,16629.48875727474
1703,16437.016326348225
1704,19166.529796629868
1705,15585.063154404248
1706,11978.067055419177
1707,14200.924865642635
1708,13722.938108519806
1709,18224.537888276074
1710,14984.915756518229
1711,18105.681153583577
1712,17561.84274700885
1713,18292.374096831703
1714,15290.066483380388
1715,14289.60058288894
1716,12385.044522826262
1717,11806.027211005101
1718,9373.840803430734
1719,13673.909692857556
1720,194020.65191095896
1721,10416.388475762482
1722,8089.86182981298
1723,9996.007994022119
1724,13630.764504311386
1725,16218.283014109435
1726,12229.229315252813
1727,10392.108632391657
1728,10840.232398804703
1729,11117.280150765797
1730,9831.241966105696
1731,8027.670610988531
1732,8966.838360578216
1733,7685.633382183835
1734,9593.653213038555
1735,8327.44920642732
1736,7586.544664852475
1737,21070.642807560464
1738,16555.28620113657
1739,16339.747424681984
1740,15126.961077070277
1741,13269.61239737054
1742,11855.611857782222
1743,12165.768175238893
1744,22314.86208879561
1745,15492.12651703987
1746,13069.907629054514
1747,15072.743578640699
1748,15652.71210466581
1749,9699.352371786843
1750,8587.020398002174
1751,17164.335983184268
1752,8118.854860202957
1753,10101.039391279424
1754,13102.206162810144
1755,10761.544605519992
1756,9132.225256771853
1757,8138.213873122372
1758,9806.15688904658
1759,10544.581972643626
1760,11492.715885907613
1761,10181.12454597553
1762,12027.504469411913
1763,11748.045632115429
1764,7661.607760978322
1765,9187.088805428302
1766,13094.449070717243
1767,15662.03614073081
1768,9474.478551172077
1769,11152.11410643436
1770,10475.679342074094
1771,8309.376045343162
1772,9245.950447789759
1773,8237.946473244916
1774,10014.044697621199
1775,9806.460966961902
1776,8469.612450025617
1777,7261.457235368144
1778,9624.286958467424
1779,8776.98540966167
1780,10905.678825068702
1781,8390.688147392932
1782,6377.403055283176
1783,9819.178491869596
1784,7102.705928523388
1785,7970.903792437045
1786,10611.72552900841
1787,10434.034795023126
1788,4630.002578674026
1789,6673.605880146773
1790,5751.766416225521
1791,13183.56923557684
1792,10734.41787382826
1793,8959.151192667057
1794,10586.075415542111
1795,8989.15644493507
1796,122349.74920405634
1797,7763.071841612418
1798,8378.61737708378
1799,7501.102962969676
1800,9101.392613592783
1801,8412.22377887145
1802,9258.424714006725
1803,10270.298518930553
1804,9190.51550747645
1805,9278.854300707277
1806,9360.299260325657
1807,8354.700464175117
1808,7945.638746343556
1809,7769.8844096468765
1810,9398.410139521524
1811,5691.293606322135
1812,6157.555073365256
1813,8614.53257712649
1814,7634.296787959556
1815,4306.388442691989
1816,7132.748962656626
1817,6923.076099403807
1818,8943.565671363926
1819,8814.22952572528
1820,3653.8832906631974
1821,7703.543492644329
1822,10143.308336193986
1823,2964.6150500213525
1824,8433.045481527233
1825,8963.864760492337
1826,7565.2412573365855
1827,7158.0975942778205
1828,9363.211334452764
1829,8601.747231979542
1830,9847.301724352177
1831,9092.199583330546
1832,4445.052032598487
1833,9120.603240514427
1834,8211.514326570552
1835,8872.474443982455
1836,8719.558650689945
1837,5937.309136349247
1838,8098.082523243313
1839,7886.931273848039
1840,10020.968066623202
1841,9074.919119861479
1842,6344.525227139624
1843,9166.439890588488
1844,9760.368821495842
1845,9932.25592414008
1846,10568.38892203384
1847,11948.120722155358
1848,3640.7799867915387
1849,6498.337390585253
1850,8123.544576432226
1851,9836.27451239378
1852,9964.556407966495
1853,8335.12182718961
1854,10769.440621842012
1855,9587.689811782457
1856,14905.872000944632
1857,7808.893986273256
1858,10097.831469916073
1859,8277.088539224345
1860,11464.239248312282
1861,8235.299652773701
1862,21005.6293124662
1863,20004.365619808694
1864,20005.438481541412
1865,21883.71491292813
1866,20594.184016356136
1867,15267.977208666667
1868,19644.06555819559
1869,14096.716790566903
1870,15094.034013685581
1871,16170.680075690787
1872,11968.844157378036
1873,17406.488140921305
1874,10219.368140809918
1875,13355.114472878435
1876,13631.335607158207
1877,14200.14930548718
1878,13507.220047872785
1879,9064.56128233685
1880,9053.718934634358
1881,17434.33240563213
1882,16529.66656268666
1883,12559.342181704087
1884,13662.782929923469
1885,13297.667788195651
1886,18388.57598318849
1887,14725.160644086889
1888,18641.95974256403
1889,11478.934643528028
1890,7559.053987051214
1891,7865.928374756545
1892,7055.6616591620095
1893,8761.527012021099
1894,7909.90039776845
1895,8882.568699379353
1896,8502.031460922455
1897,8924.808307329391
1898,7840.039420558722
1899,11145.741944213562
1900,10729.56066796451
1901,11247.291657191507
1902,10693.918782682802
1903,15861.840201710673
1904,9637.142022614924
1905,13354.108427198073
1906,8087.388131718776
1907,15010.168107623396
1908,7251.210606231449
1909,8928.140433633429
1910,7915.431087797201
1911,15110.074924231643
1912,22252.645915182806
1913,9614.705858390136
1914,3660.8004731053516
1915,20974.61649476803
1916,3320.692277210085
1917,16612.417302936457
1918,9583.479947735726
1919,11854.05781882777
1920,10802.266711475393
1921,25848.829025482773
1922,21288.985981113376
1923,17000.36899905662
1924,16294.896337001486
1925,13864.578230630492
1926,25548.63761328847
1927,9079.643010762047
1928,10414.630893985657
1929,8762.637973360008
1930,8857.81766277712
1931,9930.557330059282
1932,9314.585516923276
1933,12193.928874381869
1934,12375.682225190694
1935,11418.666713344703
1936,12864.436586215927
1937,12031.779563056605
1938,11242.661670411086
1939,17034.536950641217
1940,13427.157041956902
1941,11565.171009941903
1942,10631.255006090105
1943,14874.782055223057
1944,24577.4299297361
1945,25814.25432422676
1946,8630.34906537474
1947,8618.176938151548
1948,10923.37208956255
1949,15421.057261391343
1950,11906.857682922726
1951,16352.536936031565
1952,14071.686493430583
1953,11777.121576472418
1954,12369.038693732851
1955,9125.739391823832
1956,305502.9695915187
1957,10033.74655327704
1958,17412.59895962095
1959,9440.416600701361
1960,7458.122243001685
1961,8293.8741432776
1962,6701.816447727935
1963,7240.80153390442
1964,6963.653985762275
1965,10053.129533159488
1966,9001.334942976615
1967,20641.740382556465
1968,30394.389872706437
1969,24649.77251250049
1970,28514.141946917825
1971,35099.932170505395
1972,27123.605013107775
1973,18962.1256539821
1974,22577.127630863022
1975,37360.61553064319
1976,19387.03423541958
1977,26441.8622342626
1978,24465.517109019955
1979,21187.854275413956
1980,13957.100520160628
1981,22916.32686210175
1982,15184.311348872729
1983,14053.652827925083
1984,12065.635996690306
1985,15294.196158169914
1986,14423.994759357245
1987,12504.048676219894
1988,11911.480857576977
1989,12826.237149609862
1990,14082.311800007588
1991,15904.673307415214
1992,14778.444423430054
1993,11777.43208771951
1994,15246.678689251414
1995,12385.04342796644
1996,18115.749850719836
1997,19004.41470407666
1998,21598.456919407774
1999,19236.25083880821
2000,22089.38708456094
2001,248722.9199629456
2002,16098.346003017818
2003,16872.736526765686
2004,19833.148908705323
2005,14386.806297261779
2006,14818.727124495284
2007,16899.395043071694
2008,15196.891472287241
2009,12882.24832627998
2010,12668.584110287728
2011,8845.285472209516
2012,11587.937520208103
2013,11745.891618053745
2014,12268.369114860905
2015,13643.795106418109
2016,12845.25055180126
2017,12956.263591850622
2018,7917.798816061087
2019,9530.25151357879
2020,6810.3574481685855
2021,7193.110171548313
2022,13962.10338435576
2023,9349.28429108271
2024,19228.025419739522
2025,25336.023548853213
2026,11624.499652783456
2027,11068.07407716494
2028,10359.519230347298
2029,11531.88800447002
2030,17343.537558733642
2031,15525.877030849488
2032,16117.128894426087
2033,16361.304802442293
2034,11839.817605109469
2035,15452.614915134025
2036,13560.53700244624
2037,15198.169803476832
2038,21310.4559541669
2039,15306.238547228591
2040,23521.55800158757
2041,19995.220451438778
2042,14186.805282373307
2043,12230.546599150985
2044,11564.623564582305
2045,14014.192748976011
2046,10300.926527656029
2047,9640.5263248212
2048,9421.414087097284
2049,9448.149712674758
2050,11253.373667218517
2051,6920.0786539417695
2052,8014.149544320462
